grid,train_AUC_C2_C5,train_AUC_C1_C2,train_AUC_C1_C5,val_AUC_C1,val_AUC_C5,val_AUC_C2,train_AUC_mean,val_AUC_mean
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': 0.1, 'random_strength': 4}",1.0,1.0,1.0,0.668883283650539,0.7637037037037037,0.7098099640472522,1.0,0.7141323171338315
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': 0.1, 'random_strength': 5}",1.0,1.0,1.0,0.6686539784453106,0.7422222222222222,0.7134052388289677,1.0,0.7080938131655001
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': 0.1, 'random_strength': 6}",1.0,1.0,1.0,0.659023159825728,0.7496296296296295,0.7293271700051361,1.0,0.7126599864868313
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': None, 'random_strength': 1}",1.0,1.0,1.0,0.6544370557211648,0.742962962962963,0.7247046738572162,1.0,0.7073682308471146
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': None, 'random_strength': 3}",1.0,1.0,1.0,0.6615455170832377,0.7555555555555555,0.7498715973292245,1.0,0.7223242233226727
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': None, 'random_strength': 4}",1.0,1.0,1.0,0.6688832836505388,0.7837037037037038,0.7303543913713405,1.0,0.727647126241861
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': None, 'random_strength': 5}",1.0,1.0,1.0,0.6606282962623251,0.7777777777777777,0.7277863379558295,1.0,0.7220641373319774
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': None, 'random_strength': 6}",1.0,1.0,1.0,0.6695711992662234,0.7622222222222222,0.7375449409347714,1.0,0.7231127874744057
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': 0.05, 'random_strength': 1}",1.0,1.0,1.0,0.639990827791791,0.7592592592592593,0.7087827426810477,1.0,0.7026776099106993
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': 0.05, 'random_strength': 3}",1.0,1.0,1.0,0.6555835817473057,0.7444444444444445,0.7375449409347715,1.0,0.7125243223755072
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': 0.05, 'random_strength': 4}",1.0,1.0,1.0,0.6587938546204999,0.7511111111111111,0.7370313302516693,1.0,0.7156454319944268
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': 0.05, 'random_strength': 5}",1.0,1.0,1.0,0.6526026140793397,0.7711111111111111,0.7277863379558295,1.0,0.7171666877154269
"{'depth': 5, 'l2_leaf_reg': 4, 'learning_rate': 0.05, 'random_strength': 6}",1.0,1.0,1.0,0.6597110754414125,0.7444444444444444,0.7031330251669236,1.0,0.7024295150175934
